slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
cibuq,sibuk,busy,Digunakan untuk menggambarkan seseorang yang sangat sibuk atau tidak memiliki waktu luang.,Used to describe someone who is very busy or has no free time.,"Maaf, saya tidak bisa ikut, saya lagi cibuq.","Sorry, I can't join, I'm busy right now.",neutral
cini,sini,here,Digunakan dalam bahasa sehari-hari untuk meminta seseorang mendekat atau menunjukkan lokasi di mana seseorang berada.,Used in everyday language to ask someone to come closer or to indicate the location where someone is.,"Cini, ayo kita mulai!","Here, let's get started!",positive
ciyus,serius,serious,Digunakan dalam percakapan santai untuk menekankan keseriusan suatu pernyataan atau situasi.,Used in casual conversations to emphasize the seriousness of a statement or situation.,"Ciyus, gue beneran mau pergi jauh.","Seriously, I'm really going far away.",positive
ckp,cukup,enough,Digunakan dalam percakapan santai untuk menyatakan bahwa sesuatu sudah mencukupi atau tidak perlu ditambahkan lagi.,Used in casual conversations to express that something is sufficient or doesn't need to be added.,Makanannya ckp buat kita semua.,The food is enough for all of us.,neutral
ckrg,sekarang,now,"Digunakan dalam percakapan informal untuk menunjukkan waktu saat ini, sering kali dalam konteks yang santai atau akrab.","Used in informal conversations to indicate the current time, often in a casual or familiar context.",Ckrg gue lagi sibuk banget.,I'm really busy right now.,neutral
ckup,cukup,enough,"Digunakan untuk menyatakan bahwa sesuatu sudah mencukupi atau tidak perlu ditambah lagi, sering digunakan dalam percakapan sehari-hari.","Used to express that something is sufficient or does not need to be added, often used in everyday conversations.","Makan malam sudah ckup, terima kasih.","Dinner is enough, thank you.",neutral
cll,selalu,always,Digunakan dalam percakapan sehari-hari untuk menyatakan konsistensi atau kebiasaan yang terus-menerus.,Used in everyday conversations to express consistency or a habit that is ongoing.,Dia cll datang tepat waktu.,She always arrives on time.,positive
cllu,selalu,always,Digunakan dalam percakapan santai untuk mengekspresikan konsistensi atau kepastian dalam suatu hal.,Used in casual conversations to express consistency or certainty about something.,Aku cllu ada untukmu.,I am always here for you.,positive
cllw,selalu,always,Digunakan dalam konteks sehari-hari untuk menyatakan konsistensi atau keteraturan dalam suatu perilaku atau keadaan.,Used in everyday contexts to express consistency or regularity in a behavior or state.,Aku c llw ingat sama janji kita.,I always remember our promise.,positive
cm,cuma,just,"Sebuah singkatan dari 'cuma', digunakan untuk menyatakan sesuatu yang dianggap tidak penting atau sebagai penekanan bahwa sesuatu itu hanya sedikit atau sederhana.","A shorthand for 'cuma', used to denote something considered unimportant or to emphasize that something is merely a small amount or simple.",Aku cm mau bilang selamat.,I just wanted to say congratulations.,neutral
cma,cuma,just,"Digunakan dalam percakapan santai untuk menyatakan bahwa sesuatu itu hanya atau sekadar, sering kali dengan nada merendahkan atau menyederhanakan.","Used in casual conversation to express that something is just or merely, often with a tone of belittlement or simplification.",Aku cma mau nonton film di rumah.,I just want to watch a movie at home.,neutral
cman,hanya,just,"Digunakan dalam percakapan informal untuk menyatakan sesuatu yang sederhana atau tidak rumit, sering kali dengan nada santai.","Used in informal conversations to express something simple or uncomplicated, often with a relaxed tone.",Gue cman pengen nonton film aja.,I just want to watch a movie.,neutral
cmn,hanya,only,"Digunakan untuk menekankan bahwa sesuatu terbatas pada satu hal, sering kali dalam konteks informal atau santai.","Used to emphasize that something is limited to one thing, often in informal or casual contexts.",Dia cmn mau nonton film itu.,He only wants to watch that movie.,neutral
cmpk,cempaka,magnolia,"Digunakan dalam konteks pujian atau referensi kepada seseorang yang memiliki keindahan atau kualitas yang anggun, seperti bunga cempaka.","Used in a context of praise or reference to someone who possesses beauty or grace, akin to the magnolia flower.",Dia terlihat cantik seperti cmpk di taman.,She looks beautiful like a magnolia in the garden.,positive
cobaa,coba,try,"Digunakan sebagai bentuk ajakan atau saran untuk mencoba sesuatu, sering kali dalam konteks santai atau informal.","Used as an invitation or suggestion to try something, often in a casual or informal context.","Cobaa deh makanan ini, enak banget!","Just try this food, it's really delicious!",positive
coeg,jancuk,damn,"Digunakan sebagai ungkapan kejutan, kemarahan, atau frustrasi, sering kali dalam situasi yang intens atau emosional.","Used as an expression of surprise, anger, or frustration, often in intense or emotional situations.","Coeg, lu berani banget ya!","Damn, you're really bold, huh!",negative
cowo,cowok,guy / boy,Digunakan dalam percakapan sehari-hari untuk menyebut laki-laki dengan cara yang lebih santai dan akrab.,Used in everyday conversations to refer to males in a more casual and friendly manner.,Dia adalah cowo yang baik hati.,He's a kind guy.,positive
cpat,cepat,fast,"Digunakan dalam situasi santai dan informal untuk mengekspresikan kecepatan sesuatu, baik dalam aktivitas atau respons.","Used in casual and informal situations to express the speed of something, whether in activities or responses.","Ayo, kita cpat selesaiin tugas ini!","Come on, let's finish this task fast!",positive
cpe,capek,tired,"Digunakan untuk menyatakan rasa lelah atau kelelahan, sering kali dalam konteks informal dan sehari-hari.","Used to express tiredness or fatigue, often in informal and everyday contexts.","Setelah seharian bekerja, aku cpe banget.","After working all day, I'm so tired.",negative
cpee,capek,tired,"Digunakan untuk menyatakan keadaan lelah atau kelelahan, sering diucapkan dalam konteks santai atau informal.","Used to express a state of fatigue or exhaustion, often spoken in casual or informal contexts.","Setelah seharian kerja, aku cpee banget.","After working all day, I'm so tired.",negative
cpet,cepat,fast,"Digunakan dalam percakapan santai untuk menyatakan kecepatan, baik dalam konteks fisik maupun waktu.","Used in casual conversations to express speed, whether in physical context or time-related.","Ayo, kita cpet kesana sebelum hujan.","Come on, let's go fast before it rains.",positive
cpt,cepat,fast,Digunakan dalam konteks sehari-hari untuk merujuk pada sesuatu yang dilakukan dengan cepat atau dalam waktu singkat.,Used in everyday contexts to refer to something done quickly or in a short amount of time.,"Ayo, kita cpt selesaikan tugas ini!","Come on, let's finish this task fast!",positive
cptn,cepatan,speed,"Digunakan dalam situasi santai untuk merujuk pada kecepatan atau tempo, biasanya dalam konteks kegiatan yang membutuhkan respons cepat.","Used in casual situations to refer to speed or tempo, often in the context of activities that require quick responses.","Ayo, kita harus cptn supaya tidak ketinggalan!","Come on, we need to speed up so we don't fall behind!",positive
crt,cerita,story,"Digunakan dalam konteks santai untuk merujuk pada cerita atau narasi yang ingin dibagikan, sering kali dalam percakapan sehari-hari.","Used in a casual context to refer to a story or narrative that someone wants to share, often in everyday conversations.",Gue mau crt tentang pengalaman liburan kemarin.,I want to tell a story about my vacation experience last time.,positive
cth,contoh,example,"Singkatan dari 'contoh', sering digunakan dalam komunikasi informal, seperti pesan teks atau media sosial, untuk memberikan ilustrasi atau referensi tanpa harus menjelaskan secara panjang.","An abbreviation of 'contoh', commonly used in informal communication, such as text messages or social media, to provide an illustration or reference without lengthy explanations.","Misalnya, kalau mau belajar grammar, cth buku ini bagus.","For example, if you want to learn grammar, this book is good.",neutral
cug,jancuk,damn,"Digunakan sebagai ungkapan kekesalan atau kejutan, sering kali dalam situasi yang emosional atau dramatis.","Used as an expression of annoyance or surprise, often in emotional or dramatic situations.","Cug, kamu bener-bener bikin gue marah!","Damn, you really made me angry!",negative
cuk,jancuk,damn / fuck,"Digunakan sebagai ungkapan kekesalan, kejutan, atau ketidakpuasan. Sering dipakai dalam situasi emosional yang kuat.","Used as an expression of annoyance, surprise, or dissatisfaction. Often employed in strong emotional situations.","Cuk, gue lupa bawa kunci!","Damn, I forgot to bring the keys!",negative
cuman,hanya,only,"Digunakan untuk mengekspresikan batasan atau eksklusi, sering kali dalam konteks informal. Menunjukkan sesuatu yang dianggap tidak penting atau sekadar cukup.","Used to express limitation or exclusion, often in informal contexts. Indicates something that is considered unimportant or just enough.",Aku cuman mau minum air.,I just want to drink water.,neutral
cungguh,sungguh,really / truly,"Digunakan untuk menekankan kebenaran atau kekuatan suatu pernyataan, sering digunakan dalam percakapan santai.","Used to emphasize the truth or strength of a statement, often in casual conversations.",Aku cungguh senang bisa bertemu kamu hari ini.,I am really happy to meet you today.,positive
cw,cewek,girl,"Merupakan singkatan dari 'cewek', sering digunakan dalam percakapan santai di kalangan anak muda untuk merujuk pada perempuan.","It is an abbreviation of 'cewek', commonly used in casual conversations among young people to refer to girls.",Cw itu cantik banget!,That girl is really pretty!,positive
cwe,cewek,girl,"Slang yang digunakan untuk merujuk pada perempuan, seringkali dalam konteks santai atau akrab.","Slang used to refer to girls, often in a casual or friendly context.",Cwe itu seru banget diajak ngobrol.,That girl is really fun to talk to.,positive
cwo,cowok,boy,"Istilah informal yang digunakan untuk merujuk kepada laki-laki atau pria, seringkali dalam konteks santai atau akrab.","An informal term used to refer to a male or boy, often in a casual or friendly context.",Dia lagi deket sama cwo baru di kampus.,She's getting close to a new boy at campus.,positive
cyang,sayang,dear / beloved,"Digunakan dalam konteks akrab atau penuh kasih sayang, sering kali antara pasangan atau orang terdekat.","Used in a familiar or affectionate context, often between partners or close individuals.","Ayo, cyang, kita nonton film bareng.","Come on, dear, let's watch a movie together.",positive
dah,sudah,already,"Digunakan untuk menunjukkan bahwa sesuatu telah selesai atau tercapai, sering digunakan dalam percakapan santai.","Used to indicate that something has been completed or achieved, often in casual conversation.",Aku dah makan siang.,I have already had lunch.,neutral
dalem,dalam,deep / profound,"Digunakan untuk menggambarkan sesuatu yang memiliki makna atau nuansa yang dalam, sering kali dalam konteks emosional atau intelektual.","Used to describe something that has deep or profound meaning, often in an emotional or intellectual context.",Pembicaraan kita malam ini terasa dalem banget.,Our conversation tonight felt really deep.,positive
dapa,ada apa,what's up,"Digunakan sebagai ungkapan untuk menanyakan keadaan atau situasi seseorang, seringkali dalam konteks yang santai atau akrab.","Used as an expression to ask about someone's condition or situation, often in a casual or familiar context.","Eh, dapa nih? Lama gak ketemu.","Hey, what's up? Long time no see.",positive
dapah,ada apa,what's up,Digunakan sebagai sapaan informal untuk menanyakan keadaan atau situasi seseorang.,Used as an informal greeting to ask about someone's well-being or situation.,"Eh, dapah? Gimana kabarnya?","Hey, what's up? How are you?",positive
dapet,dapat,to get / to receive,"Digunakan dalam konteks informal untuk menyatakan berhasil mendapatkan sesuatu, sering kali mengekspresikan kegembiraan atau kepuasan.","Used in an informal context to express successfully obtaining something, often conveying excitement or satisfaction.",Aku dapet tiket konser gratis!,I got a free concert ticket!,positive
dapetin,mendapatkan,to get / to obtain,"Digunakan dalam situasi santai untuk menggambarkan tindakan mendapatkan sesuatu, baik itu barang, informasi, atau perhatian. Sering dipakai oleh generasi muda.","Used in casual situations to describe the act of obtaining something, whether it's an item, information, or attention. Commonly used by younger generations.",Gue mau dapetin tiket konser itu sebelum habis.,I want to get that concert ticket before it runs out.,positive
dateng,datang,to come,"Digunakan secara informal dalam percakapan sehari-hari, terutama di kalangan anak muda, untuk menyatakan kehadiran atau kedatangan.","Used informally in everyday conversation, especially among young people, to express arrival or coming.",Dia udah dateng ke acara itu.,He has already come to the event.,positive
dberkahi,diberkahi,blessed,"Istilah ini digunakan untuk mengekspresikan rasa syukur atau pengakuan atas hal baik yang diterima, sering kali dalam konteks yang lebih santai atau informal.","This term is used to express gratitude or acknowledgment of good things received, often in a more casual or informal context.",Saya merasa dberkahi dengan semua yang saya miliki saat ini.,I feel blessed with everything I have right now.,positive
dblg,dibilang,said,"Digunakan dalam percakapan santai untuk merujuk pada sesuatu yang telah dikatakan atau dinyatakan, biasanya dengan nada yang lebih informal.","Used in casual conversations to refer to something that has been said or stated, often with a more informal tone.",Dia dblg kalau besok kita pergi bareng.,He said we're going together tomorrow.,neutral
dblkng,dibelakang,behind,"Digunakan dalam konteks yang lebih santai atau informal untuk merujuk pada sesuatu yang terjadi di belakang atau tidak terlihat, sering kali dalam situasi yang lebih santai atau akrab.","Used in a more casual or informal context to refer to something happening behind or out of sight, often in relaxed or familiar situations.",Dia nungguin aku dblkng kelas.,He was waiting for me behind the class.,neutral
dbls,dibalas,to be replied,Merupakan singkatan yang sering digunakan di media sosial untuk menyatakan harapan atau permintaan agar suatu pesan atau komentar dibalas.,It is an abbreviation commonly used on social media to express hope or request for a message or comment to be replied to.,"Aku sudah nunggu lama, semoga dia dbls pesanku.",I've been waiting for a long time; I hope he replies to my message.,neutral
dbwt,dibuat,made,"Digunakan dalam konteks santai untuk menyatakan sesuatu yang telah dibuat atau diciptakan, sering kali dalam percakapan sehari-hari di antara teman.","Used in a casual context to indicate something that has been made or created, often in everyday conversations among friends.","Lah, ini kue dbwt sama dia.","Hey, this cake was made by her.",positive
dbyr,dibayar,paid,Digunakan dalam konteks informal untuk merujuk pada kondisi seseorang yang telah menerima pembayaran untuk suatu pekerjaan atau jasa.,Used informally to refer to someone's condition of having received payment for a job or service.,Gue udah dbyr untuk pekerjaan itu.,I've already been paid for that job.,positive
de,deh,a casual particle used for emphasis,"Digunakan untuk menambahkan penekanan atau keakraban dalam percakapan, sering kali diakhiri dengan kalimat.","Used to add emphasis or familiarity in conversation, often placed at the end of a sentence.",Ayo kita pergi deh.,"Let's go, okay?",positive
demen,suka,to like,Digunakan dalam percakapan santai untuk mengekspresikan rasa suka atau ketertarikan terhadap sesuatu atau seseorang.,Used in casual conversation to express liking or interest in something or someone.,Gue demen banget sama lagu ini.,I really like this song.,positive
denger,dengar,to hear,"Digunakan dalam situasi santai atau informal, seringkali untuk menunjukkan bahwa seseorang telah mendengar atau mengetahui sesuatu.","Used in casual or informal situations, often to indicate that someone has heard or is aware of something.","Eh, denger kabar tentang dia?","Hey, did you hear the news about him?",neutral
deres,deras,fast / swift,"Digunakan untuk menggambarkan sesuatu yang bergerak dengan sangat cepat atau deras, seringkali dalam konteks cuaca atau aliran air.","Used to describe something that moves very quickly or swiftly, often in the context of weather or the flow of water.",Hujan deras banget tadi malam.,It rained really fast last night.,neutral
dftr,daftar,list,"Merupakan singkatan dari kata 'daftar', digunakan dalam konteks informal, terutama dalam percakapan sehari-hari, untuk merujuk pada suatu daftar atau pengumpulan item.","A shorthand for the word 'daftar', used in informal contexts, especially in daily conversations, to refer to a list or collection of items.",Tolong kirim dftr produk baru yang kita butuhkan.,Please send the list of new products we need.,neutral
dg,dengan,with,"Sering digunakan dalam komunikasi informal, terutama di media sosial dan pesan teks, untuk menyederhanakan penulisan.","Commonly used in informal communication, especially on social media and text messaging, to simplify writing.",Aku pergi ke acara dg teman-teman.,I'm going to the event with my friends.,neutral
dgn,dengan,with,"Singkatan dari 'dengan', digunakan dalam komunikasi informal, terutama di pesan teks dan media sosial.","Abbreviation of 'dengan', used in informal communication, especially in text messages and social media.",Aku pergi dgn teman-teman nanti malam.,I'm going out with my friends tonight.,neutral
dgr,dengar,hear,"Singkatan dari 'dengar', sering digunakan dalam komunikasi santai di media sosial atau pesan singkat untuk menyampaikan bahwa seseorang telah mendengar sesuatu.","An abbreviation of 'dengar', commonly used in casual communication on social media or text messages to indicate that someone has heard something.","Eh, dgr kabar terbaru tentang dia?","Hey, have you heard the latest news about him?",neutral
dgrn,dengarin,listen,"Merupakan bentuk singkat dari 'dengarin', digunakan dalam percakapan santai untuk menyuruh orang lain agar mendengarkan sesuatu.","It is a shorthand version of 'dengarin', used in casual conversations to urge someone to listen to something.","Dgrn lagu ini, enak banget!","Listen to this song, it's really nice!",positive
dh,deh,right / okay,"Digunakan untuk menegaskan atau menyetujui sesuatu, sering kali di akhir kalimat untuk memberikan nuansa santai atau akrab.","Used to affirm or agree with something, often at the end of a sentence to convey a casual or friendly tone.","Ayo kita pergi ke bioskop, ya deh.","Let's go to the cinema, okay?",positive
didenger,didengar,to be heard,"Digunakan dalam konteks informal untuk menunjukkan bahwa sesuatu telah didengar atau diterima, sering kali dengan nada santai atau akrab.","Used in an informal context to indicate that something has been heard or acknowledged, often with a relaxed or familiar tone.",Pesanmu udah didenger kok.,I've heard your message.,neutral
didengerin,didengarkan,listened to,"Digunakan untuk menyatakan bahwa sesuatu telah didengar atau diperhatikan, sering kali dalam konteks musik atau percakapan.","Used to indicate that something has been heard or paid attention to, often in the context of music or conversations.",Lagu baru itu udah didengerin berulang-ulang.,I've listened to that new song repeatedly.,positive
diem,diam,silent / quiet,"Digunakan dalam konteks yang santai atau akrab, sering kali untuk meminta seseorang untuk tidak berbicara atau untuk mengekspresikan ketidakpedulian.","Used in a casual or familiar context, often to ask someone to be quiet or to express indifference.","Ayo diem aja, biar kita bisa fokus.","Come on, just be quiet so we can focus.",neutral
dijadiin,dijadikan,made into / turned into,"Digunakan dalam konteks informal untuk menggambarkan seseorang atau sesuatu yang dijadikan objek atau peran dalam situasi tertentu, sering kali dengan nuansa santai atau akrab.","Used informally to describe someone or something that is made into an object or role in a certain situation, often with a casual or familiar nuance.",Dia dijadiin pacar sama temannya.,He was made into his friend's boyfriend.,neutral
dikit,sedikit,a little / a bit,"Digunakan dalam percakapan sehari-hari untuk menyatakan jumlah yang kecil atau sedikit, seringkali dalam konteks yang lebih santai atau akrab.","Used in everyday conversation to express a small or limited amount, often in a more casual or familiar context.","Tunggu sebentar, saya mau ambil dikit air.","Wait a moment, I want to get a bit of water.",neutral
dimance,dimana,where,"Digunakan dalam percakapan informal untuk menanyakan lokasi atau tempat, sering kali dengan nuansa santai atau akrab.","Used in informal conversations to ask about location or place, often with a casual or friendly tone.","Eh, dimance kamu sekarang?","Hey, where are you now?",neutral
dimandose,dimana,where,Digunakan dalam percakapan santai untuk menanyakan lokasi atau tempat dengan nada yang lebih akrab.,Used in casual conversations to ask about location or place in a more familiar tone.,"Eh, dimandose kita mau ketemu?","Hey, where are we going to meet?",neutral
dimans,dimana,where,Digunakan dalam percakapan santai untuk menanyakan lokasi atau tempat dengan cara yang lebih kasual dan akrab.,Used in casual conversations to ask about location or place in a more informal and friendly manner.,Dimans kamu sekarang?,Where are you now?,neutral
dipake,dipakai,used,"Merupakan bentuk informal dari 'dipakai', sering digunakan dalam percakapan sehari-hari untuk menyatakan bahwa sesuatu sedang digunakan atau telah digunakan.","An informal form of 'dipakai', commonly used in daily conversation to indicate that something is being used or has been used.",Handphone ini dipake buat kerja.,This phone is used for work.,neutral
dipendem,dipendam,buried,"Digunakan untuk menggambarkan perasaan atau pikiran yang disimpan dalam hati dan tidak diungkapkan, seringkali terkait dengan emosi yang mendalam.","Used to describe feelings or thoughts that are kept inside and not expressed, often related to deep emotions.","Semua rasa sakit itu dipendem saja, tidak pernah diungkapkan.","All that pain is just buried inside, never expressed.",negative
dirmh,di rumah,at home,"Digunakan dalam percakapan sehari-hari untuk menunjukkan bahwa seseorang berada di rumah, biasanya dalam konteks santai atau informal.","Used in everyday conversation to indicate that someone is at home, typically in a casual or informal context.","Aku lagi dirmh, mau main nanti?","I'm at home right now, wanna hang out later?",neutral
ditemenin,ditemani,accompanied,"Digunakan untuk menggambarkan keadaan ketika seseorang tidak sendirian dan ada orang lain yang menemani, sering kali dalam konteks santai atau sosial.","Used to describe a state when someone is not alone and there is another person accompanying them, often in a casual or social context.","Aku mau nonton film, mau gak kamu ditemenin?","I want to watch a movie, do you want to accompany me?",positive
djkt,di jakarta,in Jakarta,"Slang ini digunakan oleh orang-orang yang tinggal di Jakarta untuk merujuk pada lokasi mereka secara singkat dan informal, sering kali dalam konteks percakapan santai di media sosial atau pesan teks.","This slang is used by people living in Jakarta to refer to their location in a brief and informal manner, often in casual conversation on social media or text messages.","Gue lagi di djkt, ada yang mau nyamperin?","I'm in Jakarta, anyone wants to come over?",neutral
djl,di jalan,on the road,Sering digunakan untuk menggambarkan seseorang yang sedang dalam perjalanan atau beraktivitas di luar rumah.,Often used to describe someone who is on the move or engaged in activities outside of the home.,"Gue djl sekarang, nanti baru balik.","I'm on the road right now, will be back later.",neutral
djln,di jalan,on the road,"Digunakan untuk merujuk pada seseorang yang sedang dalam perjalanan atau berada di luar rumah, sering kali dengan konotasi santai atau tidak formal.","Used to refer to someone who is on the move or outside of their home, often with a casual or informal connotation.","Gue lagi djln, nanti telpon lagi ya.","I'm on the road right now, I'll call you back later.",neutral
dkat,dekat,close,"Digunakan untuk menyatakan kedekatan fisik atau emosional antara dua orang atau lebih, sering kali dalam konteks persahabatan atau hubungan.","Used to express physical or emotional closeness between two or more people, often in the context of friendship or relationships.",Kita udah dkat banget sejak kecil.,We've been very close since childhood.,positive
dket,dekat,close,Digunakan dalam percakapan santai untuk menunjukkan kedekatan fisik atau emosional dengan seseorang.,Used in casual conversation to indicate physical or emotional closeness with someone.,"Kita dket banget, ya.","We're really close, aren't we?",positive
dkls,di kelas,in class,"Digunakan untuk menyebutkan lokasi atau situasi di dalam kelas, biasanya dalam konteks pendidikan.","Used to refer to a location or situation within a classroom, typically in an educational context.","Gue lagi dkls, jadi gak bisa chat.","I'm in class right now, so I can't chat.",neutral
dkmps,di kampus,on campus,"Digunakan untuk merujuk pada aktivitas atau situasi yang terjadi di lingkungan kampus, sering kali digunakan dalam percakapan santai di kalangan mahasiswa.","Used to refer to activities or situations that occur in the campus environment, often used in casual conversations among students.",Gue lagi ngumpul sama temen-temen di dkmps.,I'm hanging out with friends on campus.,neutral
dkmr,di kamar,in the room,"Digunakan untuk merujuk pada lokasi seseorang atau sesuatu yang berada di dalam kamar, sering kali dalam konteks santai atau informal.","Used to refer to the location of someone or something that is in a room, often in a casual or informal context.","Aku lagi dkmr, jangan ganggu ya.","I'm in the room, don't disturb me.",neutral
dkntr,di kantor,at the office,Digunakan dalam percakapan sehari-hari untuk merujuk pada lokasi kerja secara informal.,Used in everyday conversation to refer to the workplace in an informal manner.,"Saya lagi dkntr, nanti saya balas pesanmu.","I'm at the office right now, I'll reply to your message later.",neutral
dksh,dikasih,given,"Sering digunakan dalam percakapan santai untuk menyatakan bahwa sesuatu telah diberikan atau diterima, biasanya dalam konteks yang tidak formal.","Often used in casual conversations to indicate that something has been given or received, typically in an informal context.",Dia bilang mau dksh hadiah ulang tahun.,He said he would give me a birthday gift.,positive
dkt,dekat,close,"Merupakan singkatan dari 'dekat', sering digunakan dalam percakapan santai untuk menunjukkan kedekatan fisik atau emosional.","It's an abbreviation of 'dekat', often used in casual conversations to indicate physical or emotional closeness.","Kita dkt banget, ya.","We're really close, aren't we?",positive
dl,dulu,previously / before,"Digunakan dalam percakapan santai untuk merujuk pada waktu yang telah berlalu, sering kali untuk menyampaikan informasi atau pengalaman yang relevan dengan konteks saat ini.","Used in casual conversation to refer to a past time, often to convey relevant information or experiences related to the current context.",Dia bilang kita pernah ke sana dl.,He said we went there before.,neutral
dll,dan lain,etc. / and others,"Digunakan untuk merujuk pada hal-hal lain yang tidak disebutkan, sering kali dalam konteks daftar atau contoh.","Used to refer to other things not mentioned, often in the context of a list or examples.","Saya suka buah-buahan seperti apel, jeruk, dll.","I like fruits such as apples, oranges, etc.",neutral
dlm,dalam,in,"Merupakan singkatan dari kata 'dalam', sering digunakan dalam percakapan informal dan pesan singkat.","It is an abbreviation of the word 'dalam', commonly used in informal conversations and text messages.",Aku lagi dlm perjalanan ke rumah.,I'm currently in the journey home.,neutral
dlrng,dilarang,forbidden,"Digunakan untuk menyatakan suatu larangan atau batasan, sering kali dalam konteks peraturan atau norma sosial.","Used to express a prohibition or restriction, often in the context of rules or social norms.","Jangan masuk ke area itu, dlarng!","Don't enter that area, it's forbidden!",negative
dlu,dulu,previously / before,"Digunakan dalam percakapan santai untuk merujuk pada waktu yang telah berlalu, sering kali dengan nuansa nostalgia atau keakraban.","Used in casual conversation to refer to a time that has passed, often with a sense of nostalgia or familiarity.",Dlu kita sering main bareng.,We used to hang out together a lot before.,positive
dluan,duluan,first / ahead,Digunakan untuk menyatakan bahwa seseorang atau sesuatu berada di posisi yang lebih awal atau lebih dulu dibandingkan yang lain.,Used to indicate that someone or something is in a position that is earlier or ahead compared to others.,Dia selalu dluan dalam mengambil keputusan.,He always takes the lead in making decisions.,positive
dmana,dimana,where,"Slang yang digunakan dalam percakapan informal, sering kali dalam konteks bertanya atau mencari tahu lokasi seseorang atau sesuatu.","A slang used in informal conversations, often in the context of asking or inquiring about someone's or something's location.","Eh, dmana kamu sekarang?","Hey, where are you now?",neutral
dmkn,dimakan,eaten,"Sering digunakan dalam konteks informal, terutama di media sosial, untuk menyatakan bahwa sesuatu telah dimakan, baik secara harfiah maupun kiasan.","Often used in informal contexts, especially on social media, to indicate that something has been eaten, either literally or metaphorically.",Makanan itu sudah dmkn sama adik.,The food has already been eaten by my little brother.,neutral
dmn,dimana,where,Digunakan dalam percakapan santai untuk menanyakan lokasi atau tempat.,Used in casual conversations to ask about location or place.,"Eh, dmn kamu sekarang?","Hey, where are you now?",neutral
dmna,dimana,where,Digunakan dalam percakapan santai untuk menanyakan lokasi atau tempat tanpa formalitas.,Used in casual conversations to ask about a location or place without formality.,"Eh, dmna kita mau ketemu hari ini?","Hey, where are we meeting today?",neutral
dmnmn,dimana-mana,everywhere,"Digunakan untuk menggambarkan sesuatu yang hadir atau terlihat di banyak tempat, sering kali dalam konteks yang agak negatif atau mengekspresikan kelelahan.","Used to describe something that is present or seen in many places, often in a somewhat negative context or expressing fatigue.","Sekarang iklan itu ada dmnmn, bikin eneg.","That ad is everywhere now, it's so annoying.",negative
dmny,dimananya,where,Digunakan dalam percakapan santai atau informal untuk menanyakan lokasi atau tempat dengan nada yang lebih akrab.,Used in casual or informal conversations to ask about location or place in a more familiar tone.,"Eh, dmny sih? Gue nyari lu dari tadi.","Hey, where are you? I've been looking for you.",neutral
dng,dengan,with,"Digunakan dalam komunikasi informal, terutama di media sosial dan pesan singkat, untuk menyederhanakan penulisan.","Used in informal communication, especially on social media and text messages, to simplify writing.",Aku pergi dng teman-teman hari ini.,I'm going with my friends today.,neutral
dngar,dengar,hear,Digunakan dalam konteks informal untuk meminta perhatian atau menekankan pentingnya mendengarkan sesuatu.,Used in an informal context to grab attention or emphasize the importance of listening to something.,"Dngar, ini penting banget!","Listen, this is really important!",positive
dnger,dengar,hear,Digunakan dalam percakapan santai untuk meminta atau menegaskan perhatian seseorang terhadap suara atau informasi yang disampaikan.,Used in casual conversation to ask for or affirm someone's attention to sounds or information being conveyed.,"Eh, dnger ga lagu baru itu?","Hey, did you hear that new song?",neutral
dngerin,dengar,listen,"Digunakan dalam percakapan santai untuk menyatakan tindakan mendengarkan sesuatu, sering kali dengan nada yang lebih akrab atau informal.","Used in casual conversations to express the act of listening to something, often with a more familiar or informal tone.","Eh, dngerin lagu ini, enak banget!","Hey, listen to this song, it's really good!",positive
dngn,dengan,with,"Sering digunakan dalam komunikasi informal, terutama di media sosial dan pesan singkat, untuk menyederhanakan penulisan.","Commonly used in informal communication, especially in social media and text messages, to simplify writing.",Aku pergi dngn teman-teman.,I'm going with my friends.,neutral
dngr,dengar,listen,Merupakan bentuk singkat yang umum digunakan dalam percakapan santai atau pesan teks ketika seseorang ingin mengajak orang lain untuk memperhatikan atau mendengarkan sesuatu.,A shorthand commonly used in casual conversation or text messages when someone wants to invite another person to pay attention or listen to something.,"Dngr, aku punya cerita seru buat kamu.","Listen, I have an exciting story for you.",positive
doang,saja,just,"Digunakan untuk menyatakan bahwa sesuatu hanya terjadi atau hanya melibatkan satu hal, seringkali dalam konteks yang santai atau informal.","Used to indicate that something is merely happening or only involves one thing, often in a casual or informal context.",Aku mau makan pizza doang.,I just want to eat pizza.,neutral
doank,saja,just,"Digunakan untuk menekankan bahwa sesuatu dilakukan tanpa tambahan atau alasan lain, seringkali dalam konteks santai.","Used to emphasize that something is done without additional reason or explanation, often in casual contexts.",Dia doank yang datang ke pesta itu.,He just came to that party.,neutral
donlot,download,download,"Digunakan dalam konteks digital, biasanya merujuk pada proses mengunduh file atau konten dari internet.","Used in a digital context, typically referring to the process of obtaining files or content from the internet.",Aku mau donlot lagu baru itu.,I want to download that new song.,neutral
doyan,suka,fond of / like,"Digunakan untuk mengekspresikan ketertarikan atau kesukaan yang kuat terhadap sesuatu, sering kali dalam konteks informal.","Used to express a strong interest or liking for something, often in informal contexts.",Aku doyan banget makan pizza.,I really like eating pizza.,positive
