slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
"orang""",orang-orang,people,"Digunakan untuk merujuk kepada sekelompok individu secara umum, seringkali dalam konteks informal atau santai.","Used to refer to a group of individuals in a general sense, often in informal or casual contexts.",Orang-orang di sini sangat ramah.,The people here are very friendly.,positive
gokilll,gila,crazy,"Digunakan untuk menggambarkan sesuatu yang sangat mengesankan, luar biasa, atau tidak biasa, seringkali dengan nada positif.","Used to describe something that is very impressive, extraordinary, or unusual, often with a positive tone.",Konser tadi malam gokilll banget!,The concert last night was so crazy!,positive
astagaaaa,astaga,oh my God,"Digunakan sebagai ekspresi kejutan, ketidakpercayaan, atau kekhawatiran, sering kali dalam situasi yang dramatis atau mengejutkan.","Used as an expression of shock, disbelief, or concern, often in dramatic or surprising situations.","Astagaaaa, kamu sudah sampai di sini?","Oh my God, you are already here?",negative
hancuuuuuy,hancur,broken / destroyed,"Digunakan untuk mengekspresikan sesuatu yang sudah tidak berfungsi atau dalam keadaan yang sangat buruk, sering kali dengan nada bercanda atau sarkastik.","Used to express something that is no longer functioning or in very bad condition, often with a humorous or sarcastic tone.",Laptopku hancuuuuuy setelah jatuh.,My laptop is totally broken after it fell.,negative
mattihhh,mati,dead,"Digunakan dalam konteks yang santai atau humoris, sering kali untuk menyatakan kelelahan, keterkejutan, atau situasi yang sangat mengejutkan.","Used in a casual or humorous context, often to express exhaustion, shock, or an extremely surprising situation.","Aku baru saja nonton film horor itu, mattihhh!","I just watched that horror movie, I'm dead!",negative
beudd,banget,really / very,Digunakan untuk menekankan sesuatu yang sangat kuat atau intens. Sering digunakan dalam percakapan santai di kalangan anak muda.,Used to emphasize something that is very strong or intense. Often used in casual conversations among young people.,Acara itu seru beudd!,That event was really fun!,positive
termiribkan,termiripkan,to be made similar to,"Digunakan untuk menggambarkan situasi di mana seseorang atau sesuatu dijadikan mirip dengan yang lain, sering kali dalam konteks bercanda atau sarkasme.","Used to describe a situation where someone or something is made similar to another, often in a joking or sarcastic context.",Dia termiribkan dengan artis K-Pop yang lagi hits.,He was made to look similar to the trending K-Pop artist.,neutral
wenakk,enak,delicious,"Digunakan untuk menyatakan sesuatu yang sangat enak, sering kali dalam konteks makanan atau minuman.","Used to express that something is very tasty, often in the context of food or drinks.",Makanan di restoran ini wenakk banget!,The food at this restaurant is super delicious!,positive
nganteng,ganteng,handsome,"Digunakan dalam konteks informal untuk menyebut pria yang menarik atau tampan, sering kali dengan nuansa yang lebih santai dan akrab.","Used in informal contexts to refer to an attractive or handsome man, often with a more casual and friendly nuance.","Dia itu nganteng banget, ya!","He's really handsome, isn't he!",positive
abanggg,abang,brother,"Digunakan sebagai panggilan akrab atau sayang kepada seorang pria, seringkali oleh perempuan, yang menunjukkan kedekatan atau rasa kasih sayang.","Used as an affectionate or endearing term for a male, often by females, indicating closeness or fondness.","Abanggg, kamu lagi di mana?","Bro, where are you?",positive
seksii,seksi,sexy,"Digunakan untuk menggambarkan seseorang atau sesuatu yang menarik secara seksual, sering kali dengan nuansa menggoda.","Used to describe someone or something that is sexually appealing, often with a teasing nuance.",Dia tampil sangat seksii di pesta tadi malam.,She looked very sexy at the party last night.,positive
gtuh,begitu,like that,"Digunakan untuk menunjukkan persetujuan atau penegasan dalam percakapan santai, sering kali digunakan dalam konteks informal untuk memperkuat pernyataan sebelumnya.","Used to show agreement or affirmation in casual conversation, often employed in informal contexts to reinforce a previous statement.","Jadi, kita mau nonton film gtuh?","So, we want to watch a movie like that?",neutral
jadii,jadi,to become / to be,"Digunakan dalam percakapan santai untuk mengekspresikan keadaan atau hasil dari suatu proses, sering kali dengan nada yang lebih informal.","Used in casual conversations to express a state or result of a process, often with a more informal tone.","Jadii, kita udah sampai tujuan!","So, we have arrived at our destination!",positive
emeezzz,gemas,adorable,Digunakan untuk mengekspresikan rasa gemas terhadap sesuatu yang dianggap lucu atau menggemaskan.,Used to express a feeling of cuteness or endearment towards something considered adorable.,"Lihat kucing ini, emeezzz!","Look at this cat, so adorable!",positive
amohhh,kamu,you,"Digunakan secara informal untuk menyapa atau merujuk kepada seseorang, sering kali dengan nuansa akrab atau santai.","Used informally to address or refer to someone, often with a friendly or casual tone.","Amohhh, kamu sudah makan?","Hey you, have you eaten yet?",positive
maau,mau,want,"Digunakan dalam percakapan informal untuk mengekspresikan keinginan atau harapan, sering kali dengan nuansa santai atau akrab.","Used in informal conversations to express desire or wish, often carrying a casual or familiar tone.",Aku maau makan pizza.,I want to eat pizza.,positive
eyke,aku,I,"Digunakan dalam konteks santai atau akrab, biasanya di kalangan teman dekat atau dalam percakapan informal.","Used in casual or familiar contexts, typically among close friends or in informal conversations.",Eyke mau pergi ke bioskop nanti.,I want to go to the cinema later.,positive
gilakkkkk,gila,crazy,"Digunakan untuk mengekspresikan kekaguman, kejutan, atau ketidakpercayaan terhadap sesuatu yang luar biasa atau tidak biasa.","Used to express amazement, surprise, or disbelief towards something extraordinary or unusual.","Gilakkkkk, itu mobil baru kamu keren banget!","Crazy, your new car is so cool!",positive
awk,awak,crew / squad,"Digunakan untuk merujuk pada kelompok teman atau rekan yang dekat, sering kali dalam konteks bersenang-senang.","Used to refer to a close group of friends or peers, often in the context of having fun together.",Ayo kita nongkrong bareng awk di kafe.,Let's hang out with the crew at the cafe.,positive
duhhhhh,duh,duh,"Digunakan untuk mengekspresikan kebodohan atau kecerobohan dalam situasi tertentu, sering kali dengan nada sarkastis atau sinis.","Used to express foolishness or carelessness in certain situations, often with a sarcastic or cynical tone.","Duh, kamu harusnya tahu itu.","Duh, you should have known that.",negative
wowww,wow,wow,Digunakan untuk mengekspresikan kekaguman atau keterkejutan terhadap sesuatu yang luar biasa.,Used to express admiration or shock towards something extraordinary.,"Wowww, itu pemandangan yang luar biasa!","Wowww, that's an amazing view!",positive
liaatt,lihat,see,Digunakan dalam konteks informal untuk menunjukkan perhatian atau pengamatan terhadap sesuatu.,Used in an informal context to indicate attention or observation towards something.,"Liaatt, ada mobil keren lewat!","Look, there's a cool car passing by!",positive
iniiiii,ini,thisss,"Digunakan untuk mengekspresikan penekanan atau keinginan yang kuat terhadap sesuatu, sering kali dalam konteks yang informal atau santai.","Used to express emphasis or a strong desire for something, often in informal or casual contexts.",Aku mau iniiiii banget!,I really want thisss!,positive
aloh,allah,allah,"Merupakan bentuk informal atau slang dari kata 'Allah', sering digunakan dalam konteks keagamaan atau spiritual, biasanya di kalangan masyarakat yang akrab dengan istilah ini.","An informal or slang form of the word 'Allah', often used in religious or spiritual contexts, typically among communities familiar with the term.","Aloh, semoga kita selalu diberkahi.","Allah, may we always be blessed.",positive
ngettt,banget,very / really,"Digunakan untuk menekankan tingkat intensitas atau kelebihan dari suatu keadaan, sering kali dalam konteks santai atau informal.","Used to emphasize the level of intensity or excess of a state, often in a casual or informal context.",Cuaca hari ini ngettt panasnya!,The weather today is really hot!,positive
maso,masa,what a time,"Digunakan untuk mengekspresikan keheranan atau ketidakpercayaan terhadap situasi yang sedang berlangsung, sering kali dengan nada humoris atau sarkastik.","Used to express astonishment or disbelief about the current situation, often with a humorous or sarcastic tone.","Maso, kamu serius mau pergi ke konser itu?","What a time, are you really going to that concert?",neutral
brubah,berubah,to change,"Digunakan dalam konteks informal untuk menunjukkan perubahan dalam situasi, sikap, atau keadaan seseorang.","Used informally to indicate a change in situation, attitude, or someone's condition.",Dia brubah setelah kejadian itu.,He changed after that incident.,neutral
pelastik,plastik,plastic,"Digunakan dalam konteks yang lebih kasual atau santai, sering kali untuk menggambarkan sesuatu yang murah, tidak berkualitas, atau tidak asli.","Used in a more casual or relaxed context, often to describe something cheap, low-quality, or not genuine.",Tas ini kelihatannya pelastik banget.,This bag looks really cheap.,negative
keak,kayak,like,"Digunakan dalam percakapan santai untuk menunjukkan kesamaan atau perbandingan, sering kali dalam konteks non-formal.","Used in casual conversations to indicate similarity or comparison, often in informal contexts.",Dia keak banget sama pacarnya.,She is so much like her boyfriend.,neutral
dengerin,dengarkan,listen,Digunakan dalam percakapan santai ketika meminta seseorang untuk mendengarkan atau memperhatikan sesuatu.,Used in casual conversation when asking someone to listen or pay attention to something.,Dengerin deh cerita gue tentang liburan kemarin.,Just listen to my story about last weekend's trip.,positive
pahamin,pahami,understand,"Merupakan bentuk imperatif dari kata 'pahami', digunakan untuk meminta atau menyuruh seseorang agar memahami sesuatu dengan lebih baik.","It is an imperative form of the word 'pahami', used to ask or urge someone to understand something better.",Pahamin semua materi sebelum ujian ya.,Make sure to understand all the material before the exam.,neutral
takuuuuut,takut,scared,"Digunakan untuk mengekspresikan rasa takut yang berlebihan atau dramatis, sering kali dalam konteks humor atau kekecewaan.","Used to express excessive or dramatic fear, often in a humorous or exaggerated context.",Aku takuuuuut banget sama film horor itu!,I'm so scared of that horror movie!,negative
ahahahanjirrr,anjir,oh my gosh,"Digunakan sebagai ungkapan keheranan, kekaguman, atau ketidakpercayaan dalam situasi yang mengejutkan.","Used as an expression of astonishment, admiration, or disbelief in surprising situations.","Aha, ahahahanjirrr! Gak nyangka kamu bisa menang!","Wow, oh my gosh! I can't believe you won!",positive
jogetin,berjoget,to dance,"Digunakan untuk menggambarkan tindakan menari dengan cara yang ceria dan penuh semangat, seringkali dalam konteks sosial atau perayaan.","Used to describe the act of dancing in a cheerful and spirited manner, often in social or celebratory contexts.",Mereka jogetin lagu favorit di pesta semalam.,They danced to their favorite song at the party last night.,positive
shaay,say,say,"Digunakan untuk menyampaikan sesuatu dengan penekanan atau memberi tahu orang lain, sering kali dalam konteks santai atau akrab.","Used to convey something with emphasis or to inform others, often in a casual or familiar context.","Shaay, kamu sudah makan belum?","Say, have you eaten yet?",neutral
boker,berak,to defecate,"Istilah slang yang digunakan secara santai dalam percakapan sehari-hari, sering kali diucapkan dalam suasana yang tidak terlalu formal.","A slang term used casually in everyday conversation, often spoken in a relaxed, informal context.","Maaf ya, aku mau boker sebentar.","Sorry, I need to take a dump for a moment.",neutral
pacarnyaa,pacarnya,his/her boyfriend/girlfriend,Digunakan dalam bahasa gaul untuk merujuk pada pacar seseorang dengan nada santai atau akrab.,Used in slang to refer to someone's boyfriend or girlfriend in a casual or familiar tone.,"Pacarnyaa lagi sibuk kerja, jadi nggak bisa jalan hari ini.","His/her boyfriend/girlfriend is busy working, so they can't go out today.",neutral
siapaa,siapa,who,"Digunakan dalam situasi santai atau informal untuk menanyakan identitas seseorang, sering kali dengan nada yang akrab atau bercanda.","Used in casual or informal situations to inquire about someone's identity, often with a friendly or joking tone.",Siapaa yang datang malam ini?,Who is coming tonight?,neutral
matii,mati,dead,"Digunakan secara informal untuk mengekspresikan kemarahan, kejutan, atau ketidakpuasan, sering kali dengan nuansa dramatis.","Used informally to express anger, shock, or dissatisfaction, often with a dramatic nuance.","Gue udah bilang jangan datang, tapi dia malah matii.","I already told him not to come, but he just died.",negative
ketawaa,ketawa,laugh,"Digunakan dalam konteks yang santai atau humoris, seringkali untuk mengekspresikan tawa yang berlebihan atau sangat lucu.","Used in a relaxed or humorous context, often to express excessive laughter or something very funny.",Film itu bikin aku ketawaa terus.,That movie made me laugh so much.,positive
wanjiir,anjir,damn,"Merupakan ungkapan kejutan, kekaguman, atau ketidakpuasan. Sering digunakan dalam situasi informal untuk mengekspresikan emosi yang kuat.","An expression of surprise, admiration, or dissatisfaction. Commonly used in informal situations to convey strong emotions.","Wanjiir, itu mobil baru kamu keren banget!","Damn, your new car is really cool!",positive
minta,meminta,to ask for / to request,"Digunakan dalam konteks informal untuk meminta sesuatu dari orang lain, seringkali dengan nada santai atau akrab.","Used in an informal context to ask for something from someone else, often with a casual or friendly tone.","Eh, minta dong nomor teleponmu.","Hey, can I ask for your phone number?",neutral
bnran,benaran,really / for real,"Digunakan untuk menegaskan kebenaran atau keaslian suatu pernyataan, sering kali dalam konteks percakapan informal.","Used to emphasize the truth or authenticity of a statement, often in informal conversational contexts.","Bnran, gue gak bohong!","Really, I'm not lying!",positive
sgla,segala,everything / all,Digunakan dalam konteks informal untuk menyatakan keseluruhan atau totalitas dari sesuatu.,Used in informal contexts to express the entirety or totality of something.,"Dia suka semua jenis musik, sgla yang ada.","He likes all kinds of music, everything that's out there.",positive
uitnya,duitnya,money,"Digunakan dalam konteks informal untuk merujuk pada uang yang dimiliki seseorang, sering kali dalam percakapan sehari-hari.","Used in an informal context to refer to someone's money, often in everyday conversations.",Gue butuh uitnya buat beli makanan.,I need the money to buy food.,neutral
beliiin,belikan,buy (something for someone),"Digunakan dalam konteks informal untuk meminta atau menyuruh seseorang membeli sesuatu untuk orang lain, seringkali dengan nada akrab atau santai.","Used in an informal context to request or ask someone to buy something for another person, often with a friendly or casual tone.",Beliiin aku makanan ya.,"Buy me some food, please.",positive
yaaah,ya,yeah,"Digunakan untuk mengekspresikan persetujuan atau penerimaan dengan nada santai, sering kali menunjukkan keengganan atau ketidakpuasan.","Used to express agreement or acceptance in a casual tone, often indicating reluctance or dissatisfaction.","Yaaah, aku mau ikut, tapi tidak terlalu suka.","Yeah, I want to join, but I'm not really into it.",neutral
sekaeang,sekarang,now,"Digunakan dalam percakapan sehari-hari untuk menunjukkan waktu saat ini, sering kali dengan nuansa santai.","Used in everyday conversation to indicate the current time, often with a casual nuance.",Sekaang kita mau pergi ke cafe.,Now we are going to the cafe.,neutral
tgk,tengok,to look,"Merupakan bentuk singkat dan informal dari kata 'tengok', biasa digunakan dalam percakapan sehari-hari untuk meminta seseorang melihat atau memperhatikan sesuatu.","It is a short and informal form of the word 'tengok', commonly used in everyday conversation to ask someone to look at or pay attention to something.","Tgk, ada mobil baru di depan rumah!","Look, there's a new car in front of the house!",neutral
tanyain,tanyakan,ask,Digunakan dalam percakapan santai untuk menyarankan agar seseorang bertanya tentang sesuatu.,Used in casual conversation to suggest that someone should ask about something.,Tanyain dia kapan dia mau datang.,Ask him when he wants to come.,neutral
jatuhnyaa,jatuhnya,it turns out,Digunakan untuk menyatakan hasil atau konsekuensi dari suatu situasi yang mungkin tidak terduga.,Used to express the result or consequence of a situation that may be unexpected.,"Jadi, jatuhnyaa kita harus pergi sendiri.","So, it turns out we have to go by ourselves.",neutral
tipu2nya,tipu-tipunya,his/her trickery,"Digunakan untuk merujuk pada cara seseorang menipu atau memperdaya orang lain, seringkali dalam konteks yang negatif atau merugikan.","Used to refer to someone's deceitful or trickster behavior, often in a negative or harmful context.","Jangan percaya sama tipu2nya, dia suka bohong.",Don't trust his trickery; he likes to lie.,negative
doaang,doang,just,Digunakan dalam percakapan santai untuk menyatakan sesuatu yang sederhana atau tidak penting.,Used in casual conversation to express something simple or unimportant.,Aku pengen makan pizza doang.,I just want to eat pizza.,neutral
kaj,kak,older brother/sister,"Digunakan sebagai istilah akrab untuk menyapa atau merujuk kepada seseorang yang lebih tua, sering kali dengan nuansa kasih sayang atau hormat.","Used as a friendly term to greet or refer to someone older, often with a sense of affection or respect.","Kaj, sudah lama kita tidak bertemu!","Hey, it's been a while since we last met!",positive
wahhhhhh,wah,wow,"Digunakan sebagai ungkapan keterkejutan atau kekaguman yang kuat, sering kali diucapkan dengan nada berlebihan.","Used as an expression of strong surprise or admiration, often pronounced with an exaggerated tone.","Wahhhhhh, kamu berhasil menang lomba itu!","Wowww, you won that competition!",positive
iiiiiiiii,ih,ugh,"Digunakan untuk mengekspresikan ketidaknyamanan, kejengkelan, atau rasa jijik terhadap sesuatu.","Used to express discomfort, annoyance, or disgust towards something.","Iiiiiiiii, bener-bener ngeselin!","Ugh, that's really annoying!",negative
kaliiiiiii,kali,times,"Digunakan untuk menekankan jumlah atau frekuensi, sering kali dengan nada bercanda atau dramatis.","Used to emphasize quantity or frequency, often with a joking or dramatic tone.",Aku udah bilang itu kaliiiiiii!,I've told you that like a million times!,positive
melebihin,melebihi,exceed,"Digunakan untuk menggambarkan sesuatu yang melebihi batasan atau ekspektasi, sering kali dalam konteks positif atau pencapaian.","Used to describe something that exceeds limits or expectations, often in a positive context or achievement.",Dia melebihin target penjualan bulan ini.,He exceeded the sales target this month.,positive
gakpapa,enggak apa-apa,it's okay / no problem,"Digunakan untuk mengekspresikan bahwa sesuatu tidak menjadi masalah atau tidak perlu dikhawatirkan, sering kali dalam situasi santai.","Used to express that something is not a problem or does not need to be worried about, often in casual situations.","Gakpapa, aku bisa bantu kamu.","It's okay, I can help you.",positive
kalogak,kalo enggak,if not,Digunakan dalam percakapan santai untuk menunjukkan alternatif atau konsekuensi dari suatu pernyataan.,Used in casual conversation to indicate an alternative or consequence of a statement.,"Kalo kamu gak datang, aku juga gak mau ikut.","If you don't come, I don't want to join either.",neutral
sm2,sama-sama,same same,Digunakan dalam percakapan informal untuk menyatakan kesepakatan atau saling berbagi perasaan dengan orang lain.,Used in informal conversations to express agreement or mutual feelings with someone else.,Terima kasih atas bantuannya! Sm2 ya.,Thanks for your help! Same same.,positive
ndukung,mendukung,to support,"Digunakan dalam konteks memberikan dukungan atau bantuan, baik secara emosional maupun praktis, biasanya dalam situasi yang positif.","Used in the context of providing support or assistance, either emotionally or practically, typically in positive situations.","Aku selalu ndukung impianmu, jangan khawatir.","I will always support your dreams, don't worry.",positive
kaaaaa,kak,older sibling,"Digunakan sebagai panggilan akrab atau sapaan untuk orang yang lebih tua, biasanya dalam konteks bersahabat.","Used as a friendly address or greeting for an older person, typically in a casual context.","Kaaaa, kamu udah makan belum?","Hey, have you eaten yet?",positive
aamiinnn,amin,amen,Digunakan sebagai ungkapan persetujuan atau harapan yang kuat terhadap doa atau harapan yang diucapkan sebelumnya.,Used as an expression of strong agreement or hope towards a prayer or wish previously stated.,"Semoga semua cita-cita kita tercapai, aamiinnn!","May all our dreams come true, amen!",positive
skluarga,sekeluarga,family,"Slang ini digunakan untuk merujuk pada sekeluarga dalam konteks yang lebih santai atau akrab, sering digunakan di kalangan teman atau keluarga.","This slang is used to refer to a family in a more casual or friendly context, often among friends or family.",Malam ini kita makan bareng skluarga.,Tonight we are having dinner together as a family.,positive
suaminga,suaminya,her husband,"Digunakan dalam konteks santai atau akrab untuk merujuk pada suami seseorang, sering kali dalam pembicaraan informal.","Used in a casual or familiar context to refer to someone's husband, often in informal conversations.",Suaminga lagi pergi kerja sekarang.,Her husband is off to work now.,neutral
berhijap,berhijab,to wear a hijab,Istilah yang digunakan untuk menggambarkan perempuan yang mengenakan hijab sebagai bagian dari identitas atau praktik keagamaan.,A term used to describe women who wear a hijab as part of their identity or religious practice.,Dia mulai berhijap setelah pergi ke pesantren.,She started to wear a hijab after attending the Islamic boarding school.,positive
smgaa,semoga,hopefully,"Digunakan sebagai ungkapan harapan atau doa untuk sesuatu yang baik terjadi, sering kali diucapkan dalam konteks informal.","Used as an expression of hope or prayer for something good to happen, often spoken in informal contexts.",Smgaa semuanya berjalan lancar di acara besok.,Hopefully everything goes smoothly at the event tomorrow.,positive
istiqamah,istikamah,steadfastness,"Istiqamah digunakan dalam konteks spiritual dan moral, merujuk pada konsistensi dan ketekunan dalam melakukan hal-hal baik, biasanya dalam praktik keagamaan.","Istiqamah is used in spiritual and moral contexts, referring to consistency and perseverance in doing good things, usually in religious practices.",Dia selalu berusaha untuk istiqamah dalam ibadahnya.,He always strives to be steadfast in his worship.,positive
cuaaantikk,cantik,beautiful,"Digunakan untuk memuji penampilan seseorang dengan nuansa yang lebih santai dan akrab, sering kali di kalangan anak muda.","Used to compliment someone's appearance in a more casual and familiar tone, often among young people.",Dia bener-bener cuaaantikk hari ini!,She looks really beautiful today!,positive
muraaaaah,murah,cheap,"Digunakan untuk mengekspresikan bahwa sesuatu memiliki harga yang sangat rendah, sering kali dengan nada yang antusias atau hiperbolis.","Used to express that something has a very low price, often with an enthusiastic or hyperbolic tone.","Baju ini muraaaaah banget, cuma seratus ribu!","This shirt is so cheap, only a hundred thousand!",positive
baraang,barang,goods,"Digunakan dalam konteks sehari-hari untuk merujuk pada barang atau benda, sering kali dalam percakapan santai.","Used in everyday contexts to refer to items or goods, often in casual conversations.","Ayo belanja, kita perlu beli baraang untuk rumah.","Let's go shopping, we need to buy goods for the house.",neutral
aamiiin,amin,amen,"Digunakan sebagai ungkapan persetujuan atau harapan, sering diucapkan setelah doa atau pernyataan positif.","Used as an expression of agreement or hope, often said after a prayer or positive statement.","Semoga semua doa kita dikabulkan, aamiiin.","May all our prayers be granted, amen.",positive
bets,banget,very,"Digunakan untuk menekankan intensitas atau tingkat sesuatu, sering kali dalam konteks positif atau untuk mengekspresikan kekaguman.","Used to emphasize the intensity or degree of something, often in a positive context or to express admiration.",Ini makanan enak banget!,This food is very delicious!,positive
alhamdulillaaaaah,alhamdulillah,praise be to God,"Digunakan untuk mengekspresikan rasa syukur yang berlebihan atau kegembiraan, sering kali setelah mendapatkan sesuatu yang baik atau menghindari situasi buruk.","Used to express excessive gratitude or joy, often after receiving something good or avoiding a bad situation.","Alhamdulillaaaaah, akhirnya saya lulus ujian!","Praise be to God, I finally passed the exam!",positive
pengrusak,perusak,destroyer,"Digunakan untuk merujuk pada seseorang atau sesuatu yang merusak, baik secara fisik maupun emosional, seringkali dengan konotasi negatif.","Used to refer to a person or thing that destroys, either physically or emotionally, often with negative connotations.",Dia dianggap pengrusak suasana di acara itu.,He was considered a destroyer of the atmosphere at the event.,negative
ngoceh,mengoceh,to chatter / to babble,"Digunakan untuk menggambarkan seseorang yang berbicara tanpa henti atau berbicara dengan cara yang tidak jelas, sering kali dalam konteks yang santai.","Used to describe someone who talks endlessly or speaks in a vague manner, often in a casual context.",Dia terus ngoceh tentang film yang dia tonton kemarin.,She keeps chattering about the movie she watched yesterday.,neutral
aduhhh,aduh,ouch,"Digunakan untuk mengekspresikan rasa sakit, kekecewaan, atau keheranan, sering kali dalam situasi yang tidak nyaman atau menyakitkan.","Used to express pain, disappointment, or astonishment, often in uncomfortable or hurtful situations.","Aduhhh, itu sakit banget!","Ouch, that really hurts!",negative
hpus,hapus,delete,"Digunakan dalam konteks digital atau media sosial ketika seseorang ingin menghapus sesuatu, baik itu pesan, foto, atau konten lainnya.","Used in a digital or social media context when someone wants to delete something, be it a message, photo, or other content.",Tolong hpus foto itu dari grup.,Please delete that photo from the group.,neutral
pjang,pajang,to display / to showcase,"Digunakan untuk menggambarkan situasi di mana seseorang menunjukkan atau memamerkan sesuatu, sering kali dengan cara yang mencolok.","Used to describe a situation where someone is showing off or showcasing something, often in a flashy manner.",Dia pjang mobil barunya di depan teman-temannya.,He showcased his new car in front of his friends.,positive
bdampingan,berdampingan,side by side,"Istilah yang digunakan untuk menggambarkan dua hal yang berada berdekatan atau bersisian, seringkali dalam konteks hubungan atau situasi yang saling mendukung.","A term used to describe two things that are located next to each other or side by side, often in the context of relationships or situations that support each other.",Mereka selalu bdampingan di kelas.,They are always sitting side by side in class.,positive
kaga,kagak,no / not,"Merupakan bentuk informal dari 'kagak', digunakan dalam percakapan sehari-hari untuk menyatakan penolakan atau ketidaksetujuan dengan nada santai.","An informal form of 'kagak', used in everyday conversation to express refusal or disagreement in a casual tone.",Kaga mau makan sekarang.,I don't want to eat right now.,negative
uih,uh,uh,"Digunakan sebagai ungkapan ketidakpastian, kebingungan, atau untuk mengisi jeda dalam percakapan.","Used as an expression of uncertainty, confusion, or to fill pauses in conversation.","Uih, gue lupa bawa buku.","Uh, I forgot to bring the book.",neutral
"serem""",seram-seram,creepy / scary,"Digunakan untuk menggambarkan sesuatu yang menakutkan atau membuat tidak nyaman, sering kali dalam konteks cerita horor atau pengalaman yang mengejutkan.","Used to describe something frightening or unsettling, often in the context of horror stories or shocking experiences.","Film itu bener-bener serem, aku sampai tutup mata.",That movie was really creepy; I had to cover my eyes.,negative
"happi""",hepi-hepi,happy / cheerful,"Digunakan untuk menggambarkan perasaan bahagia atau suasana ceria, sering digunakan dalam percakapan santai.","Used to describe a happy feeling or cheerful mood, often in casual conversations.",Hari ini aku merasa happi banget!,I feel so happy today!,positive
bgtuu,begitu,so,Digunakan dalam percakapan santai untuk menekankan suatu pernyataan atau mengekspresikan persetujuan.,Used in casual conversations to emphasize a statement or express agreement.,"Aku suka banget sama film itu, bgtuu!","I really love that movie, so!",positive
mff,maaf,sorry,"Digunakan sebagai bentuk permintaan maaf yang singkat dan informal, biasanya dalam percakapan santai atau di pesan tertulis.","Used as a brief and informal way to apologize, typically in casual conversations or written messages.","Mff, aku terlambat datang.","Sorry, I'm late.",negative
ktwa,ketawa,laugh,Digunakan dalam percakapan santai untuk menyatakan bahwa seseorang merasa terhibur atau menemukan sesuatu yang lucu.,Used in casual conversations to express that someone is amused or finds something funny.,"Dia cerita lucu banget, aku sampai ktwa.","He told such a funny story, I couldn't stop laughing.",positive
jjur,jujur,honest,"Slang dari kata 'jujur', digunakan untuk menyatakan kejujuran dalam pernyataan atau perasaan, sering kali dalam konteks informal.","Slang derived from 'jujur', used to express honesty in statements or feelings, often in informal contexts.","Gue jjur, gue nggak suka sama cara dia ngelakuin itu.","I'm being honest, I don't like the way he's doing that.",positive
semogaa,semoga,I hope,"Digunakan untuk menyampaikan harapan atau keinginan terhadap sesuatu yang diinginkan, sering kali dalam konteks yang emosional atau penuh harapan.","Used to express hope or wish for something desired, often in an emotional or hopeful context.",Semogaa dia cepat sembuh.,I hope he recovers soon.,positive
kepelesett,terpeleset,slipped,"Digunakan untuk menggambarkan situasi ketika seseorang tidak sengaja jatuh atau kehilangan keseimbangan, seringkali dengan nuansa humor atau kesederhanaan.","Used to describe a situation when someone accidentally falls or loses balance, often with a humorous or light-hearted nuance.","Eh, aku kepelesett di jalan tadi.","Hey, I slipped on the road earlier.",negative
geeelaakk,gila,crazy,Digunakan untuk mengekspresikan rasa heran atau ketidakpercayaan terhadap sesuatu yang ekstrem atau luar biasa.,Used to express astonishment or disbelief about something extreme or extraordinary.,"Geeelaakk, itu mobil baru kamu keren banget!","Geeelaakk, that new car of yours is so cool!",positive
bolang,bocah petualang,adventurous kid,"Digunakan untuk menyebut anak-anak yang suka berpetualang dan menjelajahi lingkungan sekitar, seringkali dengan semangat yang tinggi.","Used to refer to kids who enjoy adventure and exploring their surroundings, often with high enthusiasm.","Anak itu bolang banget, selalu mencari tempat baru untuk dijelajahi.","That kid is so adventurous, always looking for new places to explore.",positive
pkek,pakai,to use,"Digunakan secara informal dalam percakapan sehari-hari, terutama dalam konteks santai atau di antara teman-teman.","Used informally in everyday conversations, especially in casual contexts or among friends.",Lu pkek baju baru ya?,Did you use a new shirt?,neutral
lagihh,lagi,again,"Digunakan untuk menyatakan pengulangan suatu aktivitas atau kondisi, seringkali dengan nada santai atau ceria.","Used to express the repetition of an activity or condition, often in a casual or cheerful tone.",Lagihh kita nonton film yang sama!,We're watching the same movie again!,positive
hedeuuhh,aduh,ouch,"Digunakan untuk mengekspresikan rasa kesal, frustrasi, atau kekecewaan, sering kali sebagai respons terhadap situasi yang tidak menyenangkan.","Used to express annoyance, frustration, or disappointment, often in response to an unpleasant situation.","Hedeuuhh, lagi-lagi telat datang ke rapat.","Ouch, late to the meeting again.",negative
stress,stres,stress,"Digunakan untuk menggambarkan kondisi mental atau emosional yang disebabkan oleh tekanan atau beban, sering kali dalam konteks kehidupan sehari-hari yang sibuk.","Used to describe a mental or emotional condition caused by pressure or burden, often in the context of a busy daily life.","Aku lagi banyak kerjaan, jadi agak stress deh.","I have a lot of work, so I'm a bit stressed out.",negative
saltummmm,salah kostum,wrong costume,"Digunakan untuk merujuk pada situasi di mana seseorang mengenakan kostum yang tidak sesuai dengan tema atau acara, sering kali dengan nada bercanda atau mengejek.","Used to refer to a situation where someone is wearing a costume that does not fit the theme or event, often with a joking or mocking tone.","Wah, saltummmm banget kamu di pesta kostum itu!","Wow, you really wore the wrong costume at that costume party!",negative
